DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,33213,1999,KOMATSU,PC300LC-6,42000,6/6/2007 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,42 BKT," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" TBG PADS"," GOOD U/C. """"2"" BKT"," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" TBG PADS"," GOOD U/C"""""" BKT"," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" TBG PADS"," GOOD U/"""" BKT"," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" TBG PADS"," GOOD U/""""BKT"," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" TBG PADS""""KT"," 8'4"" STICK", ENC CAB W/AIR, AUX HYDS," 24"" """"T"," 8'4"" STICK", ENC CAB W/AIR," AUX HYD"""""," 8'4"" STICK", ENC CAB W/AIR," A"""" 8'4"" STICK"," ENC CAB W/A""""8'4"" STICK"," ENC CAB""""'4"" STICK"," ENC """"4"" STICK"," EN"""""" STICK"," E"""" STICK"," E""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A81232,1998,KOMATSU,PC300LC-6LC,65000,4/11/2007 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13' STICK. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80430,1997,KOMATSU,PC300LC-6LC,42500,4/11/2007 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 14' STICK. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A81069,1999,KOMATSU,PC300LC-6LC,42500,4/11/2007 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13'2 STICK"," AUX HYD. """"KT"," 13'2"" STICK"," """"T"," 13'2""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A81337,1998,KOMATSU,PC300LC-6LC,65000,4/11/2007 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 12' STICK. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A81308,1998,KOMATSU,PC300LC-6LC,42500,6/15/2007 12:00:00 AM,"TOLUCA, MX",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 10'3 STICK. """"KT"," 10'3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80568,1997,KOMATSU,PC300LC-6LC,35000,6/20/2007 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13'3 STICK. """"KT"," 13'3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80186,1996,KOMATSU,PC300LC-6LC,40000,6/27/2007 12:00:00 AM,"ATLANTA, GA",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 10'6 STICK. """"KT"," 10'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80454,1997,KOMATSU,PC300LC-6LC,32000,6/26/2007 12:00:00 AM,"MINNEAPOLIS, MN",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13'3 STICK. """"KT"," 13'3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80290,1996,KOMATSU,PC300LC-6LC,46000,6/26/2007 12:00:00 AM,"MINNEAPOLIS, MN",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13'4 STICK. """"KT"," 13'4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80210,1996,KOMATSU,PC300LC-6LC,34000,6/26/2007 12:00:00 AM,"MINNEAPOLIS, MN",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 13'3 STICK"," 40"" SAND BKT. """"KT"," 13'3"" STICK"," 40"" S""""T"," 13'3"" STIC"""""," 13'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80026,1996,KOMATSU,PC300LC-6LC,35000,6/5/2007 12:00:00 AM,"LINCOLN, NE",RITCHIE BROS. AUCTIONEERS INTL,,,,,"13'6 STICK. """"3'6"" STI""""'6"" """"6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A84787,2002,KOMATSU,PC300LC-6LE,77500,5/9/2007 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 10' STICK, A/C. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A84050,2000,KOMATSU,PC300LC-6LE,67500,5/9/2007 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,,,"Q/C V-BOTTOM ROCK BKT, 12'6 STICK"," A/C. """"/C V-BOTTOM R""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A83446,1999,KOMATSU,PC300LC-6LE,36500,6/6/2007 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,60 BKT," 10'6"" STICK", ENC CAB," 34"" TBG PADS"," GOOD U/C. """"0"" BKT"," 10'6"" STICK", ENC CAB," 34"" TBG PADS"," GOOD U/C"""""" BKT"," 10'6"" STICK", ENC CAB," 34"" TBG PADS"," GOOD U/"""" BKT"," 10'6"" STICK", ENC CAB," 34"" TBG PADS"," GOOD U/""""BKT"," 10'6"" STICK", ENC CAB," 34"" TBG PAD""""KT"," 10'6"" STICK", ENC CAB," 34""""T"," 10'6"" STICK"," ENC"""""," 10'6"" STI"""" 10'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A83529,1999,KOMATSU,PC300LC-6LE,47000,6/15/2007 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,,,46 BKT W/TEETH, PLUMBED, 11' DIPPER," 11'4"" MACHINE"," 36"" PADS. """"6"" BKT W/TEETH", PLUMBED, 11' DIPPER," 11'4"" MACHINE"," 36"" PADS"""""" BKT W/TEETH", PLUMBED, 11' DIPPER," 11'4"" MACHINE"," 36"" PAD"""" BKT W/TEETH", PLUMBED, 11' DIPPER," 11'4"" MACHINE"," 36"" PAD""""BKT W/TEETH"," PLUM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A86278,2005,KOMATSU,PC300LC-7,170000,5/9/2007 12:00:00 AM,"FORT WORTH, TX",RITCHIE BROS. AUCTIONEERS INTL,,,1790,,"Q/C BKT, 10'6 STICK", JRB A/C," 1790 HRS. """"/C BKT"," 10'6"" STICK"," JRB A/""""C BKT"," 10'6"" S"""" B""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A86105,2004,KOMATSU,PC300LC-7,140058,5/14/2007 12:00:00 AM,"MONTREAL, QC",RITCHIE BROS. AUCTIONEERS INTL,,,5500,,"Q/C BKT, 13'6 STICK"," 5500 HRS. """"/C BKT"," 13'6"" STIC""""C BKT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,40182,2002,KOMATSU,PC300LC-7,86293,5/30/2007 12:00:00 AM,"EDMONTON, AB",RITCHIE BROS. AUCTIONEERS INTL,,,,,Q/C BKT. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A88627,2006,KOMATSU,PC300LC-7,210000,6/27/2007 12:00:00 AM,"ATLANTA, GA",RITCHIE BROS. AUCTIONEERS INTL,,,1142,,"BKT, 10'6 STICK", A/C," 1142 HRS. """"KT"," 10'6"" STICK", A/C," 1""""T"," 10'6"" STICK"""""," 10'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,30029,2006,KOMATSU,PC350LC-7E0,212500,6/4/2007 12:00:00 AM,"DUBAI, AE",RITCHIE BROS. AUCTIONEERS INTL,,,11,,"BKT, AUX HYD, 11 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,30035,2006,KOMATSU,PC350LC-7E0,212500,6/4/2007 12:00:00 AM,"DUBAI, AE",RITCHIE BROS. AUCTIONEERS INTL,,,11,,"BKT, AUX HYD, 11 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,38702,2001,KOMATSU,PC35R-8,6000,5/3/2007 12:00:00 AM,"PHOENIX, AZ",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MINI, BKT, 4' STICK, MECH THUMB, HYD LEVELING BLADE. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,37741,2000,KOMATSU,PC35R-8,11669,6/26/2007 12:00:00 AM,"TORONTO, ON",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MINI, BKT, 4'5 STICK", BLADE, CAB," AUX HYD. """"INI", BKT," 4'5"" STICK", BLADE," """"NI", BKT," 4'5"" S""""I",",,,,,,,,,,,,EXCAVATORS,TOPBID,F20519,2001,KOMATSU,PC35R-8,11000,5/22/2007 12:00:00 AM,LOS ANGELES"," CA""",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MINI, BKT, 4'5 STICK", SWING AWAY BOOM, BLADE, CANOPY, AUX HYD," RUBBER TRACKS. """"INI", BKT," 4'5"" STICK", SWING AWAY BOOM, BLADE, CANOPY, AUX HYD," R""""NI", BKT," 4'5"" STICK", SWING AWAY BOOM, BLADE," CANOP""""I", BKT," 4'5"" STICK", SWING AWAY BOOM," """"", BKT," 4'5"" STICK"," SWING """" BKT"," 4'5"" STI""""BKT",",,,,,,,,,,,,EXCAVATORS,TOPBID,37088,1998,KOMATSU,PC35R-8,15146,6/20/2007 12:00:00 AM,GRANDE PRAIRIE"," AB""",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MINI, BLADE, Q/C BKT, HYD THUMB. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,4732,1982,KOMATSU,PC40-2,8000,6/12/2007 12:00:00 AM,"OLYMPIA, WA",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MINI, BKT, SWING BOOM, 4'8 STICK"," CAB. """"INI", BKT," SWI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,11519,1991,KOMATSU,PC40-6,7500,4/13/2007 12:00:00 AM,"WOOSTER, OH",FREY & SONS AUCTIONEERS,,,,,"MINI, PUSH BLADE, DSL ENG, STEEL TRACKS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A86389,2004,KOMATSU,PC400,120000,5/24/2007 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,4156,,"BKT, 11'2 STICK", A/C," 4156 HRS. """"KT"," 11'2"" STICK", A/C," 4""""T"," 11'2"" STICK"""""," 11'2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,32025,1998,KOMATSU,PC400-6,82500,6/4/2007 12:00:00 AM,"DUBAI, AE",RITCHIE BROS. AUCTIONEERS INTL,,,,,BKT. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,21468,1994,KOMATSU,PC400HD-5,35000,6/6/2007 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,,,60 BKT," 11'2"" STICK", ENC CAB," 30"" TBG PADS"," GOOD U/C. """"0"" BKT"," 11'2"" STICK", ENC CAB," 30"" TBG PADS"," GOOD U/C"""""" BKT"," 11'2"" STICK", ENC CAB," 30"" TBG PADS"," GOOD U/"""" BKT"," 11'2"" STICK", ENC CAB," 30"" TBG PADS"," GOOD U/""""BKT"," 11'2"" STICK", ENC CAB," 30"" TBG PAD""""KT"," 11'2"" STICK", ENC CAB," 30""""T"," 11'2"" STICK"," ENC"""""," 11'2"" STI"""" 11'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,A80595,1998,KOMATSU,PC400LC,58000,5/17/2007 12:00:00 AM,"PLEASANTON, CA",IRONPLANET,,,18477,,70 BKT," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," 27.5"" SHOES"," 18477 HRS. """"0"" BKT"," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," 27.5"" SHOES"," 18477 HRS"""""" BKT"," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," 27.5"" SHOES"," 18477 HR"""" BKT"," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," 27.5"" SHOES"," 18477 HR""""BKT"," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," 27.5"" SHOE""""KT"," 133.5"" STICK", CAB W/HEAT, CUMMINS M11C ENG," """"T"," 133.5"" STICK", CAB W/HEAT," CUMMINS M"""""," 133.5"" STICK", CAB W/HEAT," C"""" 133.5"" STICK"," CAB W/""""133.5"" STICK"," """"33.5"" ST""""3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
